Msqnm,Fctn,Prvn,Pftn,Cont,Spfcadd,Msqintdc,Topmsq,Kcrsusp,Sncarlv,Longit,Latit
临潭县马牌清真寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省临潭县长川乡马牌村,马牌清真寺位于甘肃省临潭县长川乡马牌村，在距长川乡约9公里的马牌村所在的半山坡上，全村有回民62户，286人。据说，马牌村的张姓、了姓是很早以前从长川来此看守水磨的。后来在此落户居住，就形成现在的马牌村。近年来开学时间较长的阿訇是本村人王学清。教有满拉4人，该寺尊奉伊黑瓦尼。,,,,103.462090,34.708790
临潭县太平寨清真西寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省临潭县,临潭县太平寨清真西寺位于甘肃省临潭县羊永乡大平村。太平寨西距临潭县城(旧城)15公里，东、北与卓尼县的申藏乡接壤，南距羊永乡政府5公里之遥，群山环抱，村庄坐落于盆谷之中，梯田层层，从平)11到山顶皆可耕耘。民风淳朴，勤劳本份，汉、回、藏三个民族中，回民占将近一半。,,,,103.353620,34.692750
临潭县清真上寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省甘南州临潭县城关镇城内村,临潭县清真上寺距21世纪初已有600年历史。历经沧桑，屡遭兵死，曾几度拆毁、几度修复。据相关资料显示，清真寺有600多户，4000余人。以历史悠久而闻名于省内外。经考清真寺创建于1380年，据有关记载证实，临潭回民，祖籍为南京竹丝巷人。是明洪武年间，随沐英西征的回族，兵车后来留挑屯边，在临潭繁衍至今，为适应回族宗教生活需要，就在当时修建了清真礼拜寺。考之于《明史》，旧挑礼拜寺的修建，是由西平侯沐英建议，蒙明王朝准建的。建筑规模宏大，取长安化觉寺式样，占地面积15亩。明王朝为勉励远征屯田将士，尝赐匾额，增其荣誉。,,,国家AA级旅游景区,103.354858,34.688942
临潭县清真华大寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省临潭县城关镇城内,临潭县清真华大寺是甘南州最古老而著名的一座寺，座落在临漳县城关镇(旧城)城中央，起源系最早传入中国的伊斯兰教老格迪目，后尊崇花寺拱北。,,,,103.359474,34.682732
临潭县哈强滩清真寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省临潭县扁都乡哈两滩村,临潭县哈强滩清真寺座落在扁都乡所在地东北面2公里处，全村有129户，其中回族29户，130人。开学阿旬是临潭敏家嘴人，有满拉1人，尊奉伊黑瓦尼教礼。据说在很早的时候，南京敏姓兄弟3人来到挑州，其中一人定居在哈尕滩，这也就是此处敏姓住户的由来。,,,,103.641304,34.656750
临潭县太平清真上寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省临潭县羊永乡太平村,临潭(古称挑州)有回民居住，最早究在何时尚难确论，近代研究宗教史者，一般认为1380年(明朝洪武十三年)，回族将领沐英率军洱平了当时发生在挑州的纳群七站地的十八番王反叛，战事结束后，沐英军电田戍边实行自养，他的部队中有许多回民，携家定居在挑州，成了古挑州最早的回族居民。由于宗教信仰，生活习俗等原因，回民比较喜欢聚居，那时在临潭西部的汪家嘴、太平寨、长川、卓洛、县城等地，都有大量的回族从事边疆的开发和建设，在经历了一个相当久远的历史时期以后，才逐渐稳定下来并形成了他们后来的群体性格局。,,,,103.492332,34.690434
临潭县拉直清真寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省临潭县古战乡拉直村,拉直清真寺在临漳具古战多拉直村内;拉直村地处于打直山顶，地势明显高于其它各山村。意为插箭敬神的地方。该寺于1986年聘马世英任开学阿訇，。他是县伊协常委，现任城关老南寺的开学阿訇，曾任拉直寺的开学阿訇3年有余、现全寺以北庄为主，兼有华寺、西道堂、依黑瓦尼，他们共同在一个寺内进行宗教活动，无争议，无矛盾，相安无事，团结和睦。,,,,103.271103,34.683372
临潭县红山清真寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省临潭县流顺乡红山村,红山清真寺，坐落在临潭县流顺乡红山村所在地的半山坡上。地形极为险要，相传在明朝洪武年间(1368——1398年)，沐英镇边军中有冶姓人、先来时在新城丁家庄落脚，后来发现了这个草木盛茂的地方，就在此落户居住。经过几百年的发展，现在的红山村只存有红色土质的山地，而当年茂密的树林已荡然无存。村名、寺名即由此而来。,,,,103.545769,34.693710
临潭县甘尼清真寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省临潭县古战乡甘尼村,甘尼清真寺，位于甘肃省临潭县古战乡甘尼村。全寺占地约0.4亩，礼拜大殿、学堂为砖木结构。,,,,103.326485,34.670940
临潭县尕路田清真寺,年代不详,甘肃省,甘南藏族自治州,临潭县,,尕路田清真寺在临潭县古战乡尕路四自然村内.位于多政府西面两公里处。全村42户，200多人，其中回族21户，102人;尕路田村西端是包家寺村，东与古战村相望。最早迁住在这里的是肖姓回族和李姓汉族;1930年前后几户西道堂了姓回族亦住在尕路田。他们分别在这里购置良田，沿山放牧，以农业生产为主，世代相袭。现全村回族中有西道堂的信教群众15户，华寺、北庄的共6户。同在一个寺内，由本村人丁全德任开学阿訇，肖万魁、了六四两人负责寺务和修建工作。,,,,124.474808,47.801472
临潭县范家嘴清真寺,年代不详,甘肃省,甘南藏族自治州,临潭县,,范家嘴清真寺位于县城南约一公里的范家华村，据相关资料显示，拥有1000多人口，其中回族聚居在阴坡。范家嘴寺是临潭较早的清真寺之一。相传是明洪武年间修建的，当时规模较大。邻近的路人、麻尼、艾布族、拉尔尕等村的回族都在此举行聚礼。由此可知，该寺在当时是一个回族活动较集中的场所。,,,,103.353620,34.692750
临潭县丁家庄清真寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省临潭县新城乡丁家庄,丁家庄清真寺坐落在新城丁家庄村，相距新城约有3公里。明朝洪武年间(1368—一1398年)随沐英征西而来的丁姓军车、在当时的军中有官衔。被派到此地种植养畜，后定居此地，取地名为了家庄，并创建了了家庄清真寺。现在寺有教民20余户，回族。,,,,103.569374,34.685421
临潭县八木泉清真寺,年代不详,甘肃省,甘南藏族自治州,临潭县,甘肃省临潭县古战乡八木泉村,八木泉清真寺在临潭县古战乡上八木泉村。27户人家全系回民，属伊斯兰教虎夫耶北庄拱北，解放前与旧城清真上寺有隶属关系。现由一名本村满拉开学，无经堂教育。,,,,103.299881,34.696842
潭县卓洛清真上寺,,甘肃省,甘南藏族自治州,临潭县,,,,,,103.369019,34.707512
临潭县清真南大寺,,甘肃省,甘南藏族自治州,临潭县,,,,,,103.369019,34.707512
碌曲县西仓清真寺,年代不详,甘肃省,甘南藏族自治州,碌曲县,甘肃省碌曲县西仓乡,"西仓清真寺位于甘肃省碌曲县西仓乡，始建于1878年，""文革""时期惨遭损毁，于1981年得以重修。清真寺有砖木结构大殿3间，宣礼塔3层。",,,,102.571404,34.565174
碌曲县郎木寺清真寺,年代不详,甘肃省,甘南藏族自治州,碌曲县,甘肃省碌曲县邮木寺乡加科村,"郎木寺清真寺原称河北清真寺，位于甘肃省碌曲县邮木寺乡加科村。始建于清末，后毁于""文革""。于1980年得以重修。新建清真寺占地面积2亩，大殿为悬山式，建筑面积130平方米。",,,,102.638107,34.089432
夏河县达麦店清真寺,年代不详,甘肃省,甘南藏族自治州,夏河县,甘肃省夏河县达麦乡,夏河县达麦乡坐落于甘肃省夏河县达麦乡，该寺初建于1940年。现在，清真寺占地2亩余、主体建筑礼拜大殿为大五架三间，建筑面积130平方米。,,,,102.666397,35.199551
夏河县完尕滩清真寺,年代不详,甘肃省,甘南藏族自治州,夏河县,,完尕滩乡现改名为王格尔塘乡，系藏语名称。地处大夏河畔，是临夏回族自治州和甘南藏族自治州之间的交通要冲，为一温湿性河谷地带，很早就有回族商人来此经商。主要是经营饮食、杂货和运输，兼种粮食。1945年创建清真寺。1987年重修。大殿为卷棚与敬山顶勾连搭结构，仿木钢混制作，卷棚3间，正殿5间，为俗称三转五之典型式样。起脊高平，鸥尾耸起、大殿面积400平方米。殿左后为宣礼塔，钢混制作，四层，六角攒尖顶，塔下辟为寺门。,,,,116.928703,32.328327
夏河县清水清真寺,年代不详,甘肃省,甘南藏族自治州,夏河县,,寺在大夏河畔，兰郎公路(213国道)穿过村中。一条小河从深谷流出，注人大夏河中。水色清冽，四季常绿，故称为清水。内地运往藏区的蔬菜，途经此地，洒水菜上，即十天半月，不变色，不腐烂。村有回族1O户，160人。1924年创建清真寺，1985年重修扩建，占地约1亩，礼拜殿3，硬山顶。面积50平方米。南侧有一座二层白色宣礼塔，四方形，轿子顶。下辟为寺门。,,,,102.896683,35.374882
夏河县洒索麻清真寺,年代不详,甘肃省,甘南藏族自治州,夏河县,甘肃省夏河县王格尔塘乡洒索玛村,洒索麻村地处临夏市与以佛教寺院著名的拉卜楞镇的公路之间，大夏河流经村东，隔河为佛教寺院德尔隆寺、清真寺约创建于1904年，1982年重建。占地约1亩，礼拜殿3间，硬山顶，面积42平方米.宣礼塔两层，在股右，为四方形，轿子顶。塔下开为寺门。另有讲经堂、水房、宿舍共9间，形成了规整的四合小院。教民38户，150人。皆为回族，以务农为主。尊奉虎夫耶华寺拱北教礼。有阿旬一人，满拉一人。寺前山松林，后山草坡，山下麦黄豆绿，环境幽雅，民风淳厚。寺有卧盖夫地及亩。,,,,102.803879,35.216461
夏河县木竹沟清真寺,年代不详,甘肃省,甘南藏族自治州,夏河县,甘肃省夏河县曲奥乡木竹沟村,木竹沟清真寺位于甘肃省夏河县曲奥乡木竹沟村。创建于创建于1936年。现任教长铁尤努斯。教民大多尊奉华寺教礼。此寺虽小，而建在幽谷，后依古木崇阜、前出清泉细流。正是性爱山水，淡泊名利者净行息心的胜地。,,,,102.896683,35.374882
夏河县美武清真寺,年代不详,甘肃省,甘南藏族自治州,夏河县,甘肃省夏河县佐盖曼玛乡加科村,美武原为甘南至临夏交通线上的一个小站，很早以前就有回族商贩来此经商。1928年始建小清真寺一座，1939年，1946年由马全哥等主持修自扩建，礼拜殿及其他用房都较简朴，不过土木结构平房而已，但教民多虔心教门，不废跪拜。,,,,102.679237,34.933281
夏河县拉卜楞清真寺,年代不详,甘肃省,甘南藏族自治州,夏河县,甘肃省夏河县拉卜楞镇上嗒哇街,"拉卜楞清真寺高大宏伟，对称协调，既吸收了中国庙堂的传统建筑特点，又融汇了阿拉伯文化艺术色彩。拉卜楞清真寺尊奉花寺、毕家场、临洮、灵明堂拱北及大拱北教礼，也有少量属伊黑瓦尼。在历任教长的正确指导下，各高目均奉行""各尊其教，各干各得""的原则，互相尊重、团结和睦，从来没发生过大的纠纷。",,,,102.520363,35.196522
甘南合作粮站山清真寺,年代不详,甘肃省,甘南藏族自治州,夏河县,甘肃省甘南州合作镇西山坡,甘南合作粮站山清真寺位于甘肃省甘南州合作镇西山坡。占地1.6亩，粮站山清真寺有教民约500户，2500人。,,,,103.624908,34.958431
夏河县博拉清真寺,年代不详,甘肃省,甘南藏族自治州,夏河县,甘肃省夏河县博拉岁加科村,"博拉清真寺距甘南藏族自治州首府合作镇约40华里，213国道经过寺旁。地处藏区，海拔3000米，水丰草茂，农牧俱宜。回族商贩到此经营商业，兼营农牧业，至今已有一百多年的历史。清真寺创建于1853年.创建人名叫麦知。寺在""文革""期间一度被迫关闭，后礼拜大殿又被拆毁。党的民族宗教政策落实后，教民于1983年自愿集资加以重建。现清真寺占地约1亩，有庑殿式三转五礼拜大殿一座，讲经堂、宿舍共5间，并建有三层宣礼塔、寺有教民264人，均系回族。",,,,102.679237,34.933281
卓尼县下甘藏清真寺,年代不详,甘肃省,甘南藏族自治州,卓尼县,甘肃省卓尼县,下甘藏清真寺坐落于甘肃省卓尼县申藏乡下甘藏村，全寺占地面积1.5亩，大殿建筑面积120平方米。除阿訇外，寺有读经满拉3人。每至尔德节、古邦节，都去临潭县城清真南寺聚礼。,,,,103.507100,34.589220
